Traj_ID,Trial,Step_Num,Time_sec,Action,Max_Q
8,2,38,68.21,RIGHT WALK,-0.05
8,2,39,69.61,FORWARD,-0.22
8,2,40,70.58,LEFT TURN,-0.05
8,2,41,72.04,RIGHT WALK,-0.05
8,2,42,73.42,RIGHT TURN,-0.05
8,2,43,74.9,LEFT TURN,-0.19
8,3,1,0.01,FORWARD,-0.97
8,3,2,0.98,LEFT WALK,-1.23
8,3,3,2.39,FORWARD,-0.98
8,3,4,3.36,LEFT TURN,-0.94
8,3,5,4.84,LEFT TURN,-0.33
8,3,6,6.27,FORWARD,-0.54
8,3,7,7.25,CRAWL,-0.52
8,3,8,12.83,LEFT TURN,-0.6
8,3,9,14.3,LEFT TURN,-0.47
8,3,10,15.77,RIGHT TURN,-0.84
8,3,11,17.27,FORWARD,-1.03
8,3,12,18.26,FORWARD,-0.5
8,3,13,19.25,RIGHT WALK,-0.52
8,3,14,20.66,LEFT TURN,-0.37
8,3,15,22.15,FORWARD,-0.1
8,3,16,23.14,LEFT TURN,-0.05
8,3,17,24.57,FORWARD,-0.07
8,3,18,25.52,LEFT WALK,-0.2
8,3,19,26.96,FORWARD,-0.25
8,3,20,27.91,CRAWL,-0.05
8,3,21,33.5,FORWARD,-0.05
8,3,22,34.47,FORWARD,-0.05
8,3,23,35.47,RIGHT TURN,-0.1
8,3,24,36.91,LEFT TURN,-0.2
8,3,25,38.37,FORWARD,-0.26
8,3,26,39.39,LEFT WALK,-0.05
8,3,27,40.83,RIGHT TURN,-0.05
8,3,28,42.26,RIGHT WALK,-0.05
8,3,29,43.69,RIGHT WALK,-0.72
8,3,30,45.11,RIGHT TURN,-0.4
8,3,31,46.55,CRAWL,-0.51
8,3,32,52.13,FORWARD,-0.77
8,3,33,53.11,LEFT TURN,-0.43
8,3,34,54.55,LEFT WALK,-0.6
8,3,35,55.96,LEFT TURN,-0.56
8,3,36,57.4,FORWARD,-0.06
8,3,37,58.41,CRAWL,-0.05
8,3,38,64.0,LEFT WALK,-0.05
8,3,39,65.4,FORWARD,-0.71
8,3,40,66.35,RIGHT TURN,-0.5
8,3,41,67.84,FORWARD,-0.36
8,3,42,68.85,FORWARD,-0.57
8,3,43,69.82,LEFT WALK,-0.64
8,3,44,71.23,FORWARD,-0.77
8,3,45,72.22,CRAWL,-0.41
8,3,46,77.81,RIGHT WALK,-0.19
8,3,47,79.2,RIGHT WALK,-0.27
8,3,48,80.64,LEFT WALK,-0.37
8,3,49,82.03,RIGHT TURN,-0.79
8,3,50,83.5,FORWARD,-0.87
8,3,51,84.48,RIGHT TURN,-0.84
8,3,52,85.93,FORWARD,-0.85
8,3,53,86.95,CRAWL,-0.38
8,3,54,92.51,LEFT WALK,-0.6
9,1,1,0.01,FORWARD,-1.11
9,1,2,1.0,RIGHT TURN,-1.28
9,1,3,2.47,FORWARD,-1.17
9,1,4,3.44,FORWARD,-1.23
9,1,5,4.45,RIGHT WALK,-0.78
9,1,6,5.84,RIGHT TURN,-0.82
9,1,7,7.31,FORWARD,-0.73
9,1,8,8.28,RIGHT TURN,-0.66
9,1,9,9.73,FORWARD,-0.32
9,1,10,10.69,LEFT WALK,-0.7
9,1,11,12.09,RIGHT WALK,-0.81
9,1,12,13.48,LEFT WALK,-0.67
9,1,13,14.91,RIGHT TURN,-0.65
9,1,14,16.36,FORWARD,-0.89
9,1,15,17.39,CRAWL,-0.74
9,1,16,23.01,FORWARD,-0.83
9,1,17,23.99,LEFT WALK,-0.9
9,1,18,25.41,FORWARD,-1.21
9,1,19,26.41,LEFT TURN,-0.78
9,1,20,27.84,LEFT WALK,-0.16
9,1,21,29.29,RIGHT WALK,-0.74
9,1,22,30.75,FORWARD,-0.98
9,1,23,31.71,FORWARD,-0.41
9,1,24,32.66,LEFT TURN,-0.48
9,1,25,34.08,RIGHT TURN,-0.11
9,1,26,35.52,RIGHT TURN,-0.05
9,1,27,36.98,RIGHT TURN,-0.05
9,1,28,38.42,FORWARD,-0.27
9,1,29,39.41,FORWARD,-0.08
9,1,30,40.36,RIGHT WALK,-0.8
9,1,31,41.79,LEFT TURN,-0.51
9,1,32,43.23,RIGHT WALK,-0.78
9,1,33,44.66,FORWARD,-0.77
9,1,34,45.61,LEFT TURN,-0.69
9,1,35,47.09,LEFT WALK,-0.34
9,1,36,48.52,RIGHT TURN,-0.22
9,1,37,49.97,CRAWL,-0.12
9,1,38,55.56,FORWARD,-0.23
9,1,39,56.52,FORWARD,-0.19
9,1,40,57.52,LEFT WALK,-0.13
9,1,41,58.95,RIGHT TURN,-0.14
9,1,42,60.39,RIGHT TURN,-0.37
9,1,43,61.82,CRAWL,-0.05
9,1,44,67.38,LEFT TURN,-0.22
9,1,45,68.83,FORWARD,-0.47
9,1,46,69.79,CRAWL,-0.39
9,1,47,75.35,FORWARD,-0.05
9,1,48,76.31,FORWARD,-0.4
9,2,1,0.01,CRAWL,-1.99
9,2,2,5.57,RIGHT TURN,-2.14
9,2,3,7.04,RIGHT WALK,-1.57
9,2,4,8.5,RIGHT TURN,-1.32
9,2,5,9.94,RIGHT WALK,-1.47
9,2,6,11.35,LEFT WALK,-1.19
9,2,7,12.78,FORWARD,-1.81
9,2,8,13.76,LEFT WALK,-1.26
9,2,9,15.2,FORWARD,-1.05
9,2,10,16.18,FORWARD,-0.56
9,2,11,17.15,FORWARD,-0.77
9,2,12,18.1,RIGHT TURN,-1.25
9,2,13,19.52,FORWARD,-1.37
9,2,14,20.46,FORWARD,-2.01
9,2,15,21.45,RIGHT TURN,-2.05
9,2,16,22.89,FORWARD,-1.61
9,2,17,23.86,LEFT WALK,-0.64
9,2,18,25.25,FORWARD,-0.53
9,2,19,26.22,RIGHT WALK,-0.61
9,2,20,27.62,RIGHT WALK,-0.59
9,2,21,29.04,RIGHT TURN,-1.14
9,2,22,30.52,LEFT WALK,-1.1
9,2,23,31.95,RIGHT WALK,-0.97
9,2,24,33.39,CRAWL,-1.03
9,3,1,0.01,FORWARD,-1.31
9,3,2,1.0,FORWARD,-1.53
9,3,3,2.0,CRAWL,-1.21
9,3,4,7.56,CRAWL,-0.98
9,3,5,13.16,RIGHT WALK,-0.76
9,3,6,14.57,FORWARD,-1.28
9,3,7,15.56,CRAWL,-1.16
9,3,8,21.16,FORWARD,-0.91
9,3,9,22.12,LEFT WALK,-0.81
9,3,10,23.52,CRAWL,-0.15
9,3,11,29.12,FORWARD,-0.96
9,3,12,30.14,CRAWL,-0.49
9,3,13,35.72,CRAWL,-0.29
9,3,14,41.3,RIGHT WALK,-0.05
9,3,15,42.73,CRAWL,-0.05
9,3,16,48.3,FORWARD,-0.05
9,3,17,49.3,RIGHT TURN,-0.42
9,3,18,50.76,RIGHT TURN,-0.63
9,3,19,52.17,LEFT TURN,-0.51
9,3,20,53.65,FORWARD,-0.45
9,3,21,54.63,CRAWL,-0.69
9,3,22,60.21,RIGHT TURN,-1.29
9,3,23,61.68,FORWARD,-1.56
9,3,24,62.67,FORWARD,-1.52
9,3,25,63.65,FORWARD,-1.61
9,3,26,64.62,FORWARD,-1.61
9,3,27,65.62,LEFT TURN,-1.45
9,3,28,67.09,FORWARD,-0.91
10,1,1,0.01,LEFT TURN,-1.89
10,1,2,1.45,LEFT WALK,-1.78
10,1,3,2.85,FORWARD,-1.83
10,1,4,3.83,FORWARD,-1.53
10,1,5,4.83,LEFT TURN,-1.12
10,1,6,6.28,LEFT TURN,-0.68
10,1,7,7.74,RIGHT TURN,-0.45
10,1,8,9.18,FORWARD,-0.75
10,1,9,10.21,RIGHT TURN,-0.73
10,1,10,11.67,LEFT WALK,-0.83
10,1,11,13.07,LEFT WALK,-0.45
10,1,12,14.49,LEFT WALK,-0.05
10,1,13,15.9,RIGHT WALK,-0.21
10,1,14,17.33,LEFT WALK,-0.58
10,1,15,18.75,LEFT WALK,-0.73
10,1,16,20.18,FORWARD,-0.8
10,1,17,21.13,LEFT TURN,-0.05
10,1,18,22.58,FORWARD,-0.1
10,1,19,23.58,LEFT WALK,-0.08
10,1,20,24.98,CRAWL,-0.05
10,1,21,30.57,FORWARD,-0.05
10,1,22,31.56,FORWARD,-0.05
10,1,23,32.6,RIGHT TURN,-0.53
10,1,24,34.02,FORWARD,-0.69
10,1,25,35.0,RIGHT TURN,-0.59
10,1,26,36.44,CRAWL,-0.25
10,1,27,42.02,RIGHT WALK,-0.57
10,1,28,43.41,CRAWL,-0.45
10,1,29,48.98,FORWARD,-0.44
10,2,1,0.01,FORWARD,-2.37
10,2,2,1.01,FORWARD,-1.9
10,2,3,2.02,FORWARD,-1.37
10,2,4,2.99,CRAWL,-0.86
10,2,5,8.6,RIGHT TURN,-0.76
10,2,6,10.04,CRAWL,-1.22
10,2,7,15.62,RIGHT WALK,-1.1
10,2,8,17.05,LEFT WALK,-0.53
10,2,9,18.46,RIGHT TURN,-0.7
10,2,10,19.9,CRAWL,-1.06
10,2,11,25.51,LEFT WALK,-0.58
10,2,12,26.99,FORWARD,-0.05
10,2,13,27.99,FORWARD,-0.05
10,2,14,28.97,CRAWL,-0.05
10,2,15,34.57,LEFT TURN,-0.18
10,2,16,36.02,FORWARD,-0.48
10,2,17,36.99,CRAWL,-0.7
10,2,18,42.59,CRAWL,-0.69
10,2,19,48.17,FORWARD,-0.09
10,2,20,49.15,LEFT WALK,-0.34
10,2,21,50.57,RIGHT TURN,-0.6
10,2,22,52.02,FORWARD,-0.71
10,2,23,53.01,FORWARD,-0.95
10,2,24,54.04,CRAWL,-0.93
10,2,25,59.62,FORWARD,-0.42
10,2,26,60.61,FORWARD,-0.54
10,2,27,61.61,FORWARD,-1.0
10,2,28,62.57,LEFT TURN,-0.62
10,2,29,64.03,FORWARD,-0.25
10,2,30,64.97,FORWARD,-0.05
10,2,31,65.93,RIGHT TURN,-0.3
10,2,32,67.37,FORWARD,-0.86
10,2,33,68.36,FORWARD,-0.96
10,2,34,69.38,FORWARD,-0.9
10,2,35,70.37,FORWARD,-0.4
10,2,36,71.35,RIGHT WALK,-0.55
10,2,37,72.77,LEFT TURN,-0.51
10,2,38,74.19,FORWARD,-0.24
10,2,39,75.12,CRAWL,-0.45
10,2,40,80.7,FORWARD,-0.35
10,2,41,81.71,LEFT WALK,-0.12
10,2,42,83.13,RIGHT WALK,-0.14
10,2,43,84.52,FORWARD,-0.05
10,2,44,85.48,RIGHT TURN,-0.05
10,3,1,0.01,RIGHT TURN,-2.43
10,3,2,1.43,FORWARD,-2.06
10,3,3,2.42,LEFT TURN,-1.33
10,3,4,3.84,FORWARD,-1.58
10,3,5,4.8,RIGHT WALK,-1.08
10,3,6,6.23,FORWARD,-0.36
10,3,7,7.21,FORWARD,-0.05
10,3,8,8.2,LEFT WALK,-0.05
10,3,9,9.61,CRAWL,-0.05
10,3,10,15.19,FORWARD,-0.12
10,3,11,16.17,FORWARD,-0.26
10,3,12,17.15,LEFT TURN,-0.75
10,3,13,18.59,RIGHT WALK,-0.93
10,3,14,20.0,LEFT TURN,-1.43
10,3,15,21.45,FORWARD,-1.69
10,3,16,22.39,RIGHT TURN,-0.87
10,3,17,23.9,FORWARD,-1.2
10,3,18,24.89,LEFT WALK,-0.96
10,3,19,26.32,RIGHT TURN,-0.71
10,3,20,27.77,RIGHT TURN,-0.19
10,3,21,29.19,RIGHT TURN,-0.43
10,3,22,30.63,CRAWL,-0.46
10,3,23,36.2,FORWARD,-0.14
10,3,24,37.15,FORWARD,-0.06
10,3,25,38.1,FORWARD,-0.11
10,3,26,39.1,RIGHT TURN,-0.12
11,1,1,0.01,CRAWL,-0.17
11,1,2,5.57,LEFT TURN,-0.3
11,1,3,7.04,RIGHT TURN,-0.6
11,1,4,8.49,CRAWL,-0.42
11,1,5,14.08,LEFT TURN,-0.4
11,1,6,15.51,LEFT TURN,-0.37
11,1,7,16.96,CRAWL,-0.83
11,1,8,22.55,FORWARD,-0.55
11,1,9,23.49,RIGHT TURN,-0.33
11,1,10,24.96,LEFT TURN,-0.25
11,1,11,26.39,CRAWL,-0.15
11,1,12,32.01,FORWARD,-0.42
11,1,13,32.97,RIGHT TURN,-0.3
11,1,14,34.43,LEFT TURN,-0.05
11,1,15,35.84,FORWARD,-0.09
11,2,1,0.01,LEFT TURN,-2.23
11,2,2,1.47,RIGHT TURN,-2.43
11,2,3,2.93,FORWARD,-2.08
11,2,4,3.88,FORWARD,-1.91
11,2,5,4.85,LEFT WALK,-2.84
11,2,6,6.25,LEFT TURN,-3.41
11,2,7,7.69,FORWARD,-3.5
11,2,8,8.66,FORWARD,-3.61
11,2,9,9.64,RIGHT TURN,-2.9
11,2,10,11.09,RIGHT WALK,-3.26
11,2,11,12.52,LEFT TURN,-3.44
11,2,12,13.96,FORWARD,-3.84
11,2,13,14.96,RIGHT TURN,-3.96
11,2,14,16.46,RIGHT TURN,-3.59
11,2,15,17.9,FORWARD,-3.4
11,2,16,18.87,CRAWL,-3.38
11,2,17,24.43,FORWARD,-3.1
11,2,18,25.39,FORWARD,-2.96
11,2,19,26.4,FORWARD,-2.87
11,2,20,27.35,FORWARD,-2.71
11,2,21,28.33,RIGHT TURN,-3.04
11,2,22,29.77,FORWARD,-3.01
11,2,23,30.76,RIGHT WALK,-4.5
11,2,24,32.16,RIGHT TURN,-4.5
11,2,25,33.58,RIGHT WALK,-4.5
11,3,1,0.01,RIGHT TURN,-0.96
11,3,2,1.46,FORWARD,-0.92
11,3,3,2.45,FORWARD,-0.93
11,3,4,3.44,FORWARD,-0.96
11,3,5,4.4,FORWARD,-1.16
11,3,6,5.38,FORWARD,-0.95
11,3,7,6.37,RIGHT TURN,-0.73
11,3,8,7.87,CRAWL,-0.64
11,3,9,13.46,LEFT WALK,-0.56
11,3,10,14.87,FORWARD,-0.75
11,3,11,15.84,RIGHT TURN,-0.42
11,3,12,17.29,RIGHT TURN,-0.72
11,3,13,18.75,CRAWL,-0.94
11,3,14,24.33,LEFT TURN,-0.63
11,3,15,25.78,LEFT TURN,-0.46
11,3,16,27.21,FORWARD,-0.42
11,3,17,28.2,LEFT WALK,-0.1
11,3,18,29.61,FORWARD,-0.21
11,3,19,30.59,RIGHT TURN,-0.35
11,3,20,32.03,RIGHT TURN,-0.09
11,3,21,33.47,FORWARD,-0.24
11,3,22,34.44,CRAWL,-0.05
11,3,23,40.01,RIGHT WALK,-0.05
11,3,24,41.42,RIGHT TURN,-0.22
11,3,25,42.86,FORWARD,-0.08
11,3,26,43.83,RIGHT WALK,-0.23
11,3,27,45.24,RIGHT TURN,-0.66
11,3,28,46.67,RIGHT TURN,-0.73
11,3,29,48.12,RIGHT TURN,-0.51
11,3,30,49.6,RIGHT TURN,-0.29
11,3,31,51.03,LEFT TURN,-0.19
11,3,32,52.46,RIGHT WALK,-0.56
11,3,33,53.9,FORWARD,-0.48
11,3,34,54.86,CRAWL,-0.59
11,3,35,60.42,CRAWL,-0.69
11,3,36,66.01,LEFT TURN,-0.49
11,3,37,67.48,FORWARD,-0.64
11,3,38,68.43,FORWARD,-0.33
11,3,39,69.39,LEFT WALK,-1.04
11,3,40,70.8,LEFT WALK,-1.13
11,3,41,72.25,RIGHT WALK,-0.92
11,3,42,73.7,FORWARD,-1.16
11,3,43,74.67,LEFT WALK,-0.96
11,3,44,76.09,RIGHT TURN,-0.41
11,3,45,77.54,FORWARD,-0.43
11,3,46,78.54,LEFT WALK,-0.77
11,3,47,79.95,FORWARD,-0.76
11,3,48,80.91,RIGHT WALK,-0.61
11,3,49,82.31,FORWARD,-0.67
11,3,50,83.28,FORWARD,-0.87
11,3,51,84.26,LEFT WALK,-1.1
11,3,52,85.69,LEFT WALK,-1.19
11,3,53,87.08,FORWARD,-1.27
12,1,1,0.01,RIGHT WALK,-0.36
12,1,2,1.42,LEFT TURN,-0.05
12,1,3,2.88,RIGHT TURN,-0.08
12,1,4,4.36,RIGHT WALK,-0.05
12,1,5,5.78,RIGHT TURN,-0.57
12,1,6,7.25,FORWARD,-0.48
12,1,7,8.21,FORWARD,-0.22
12,1,8,9.18,RIGHT WALK,-0.34
12,1,9,10.56,FORWARD,-0.05
12,1,10,11.53,FORWARD,-0.05
12,1,11,12.53,CRAWL,-0.53
12,1,12,18.13,RIGHT TURN,-0.89
12,1,13,19.54,LEFT WALK,-0.73
12,1,14,20.96,LEFT TURN,-1.1
12,1,15,22.44,RIGHT WALK,-1.11
12,1,16,23.88,LEFT TURN,-1.23
12,1,17,25.35,LEFT TURN,-1.61
12,1,18,26.82,CRAWL,-1.5
12,1,19,32.41,FORWARD,-1.06
12,1,20,33.43,LEFT WALK,-0.71
12,1,21,34.87,RIGHT TURN,-0.05
12,1,22,36.33,CRAWL,-0.11
12,1,23,41.88,CRAWL,-0.28
12,1,24,47.45,LEFT TURN,-0.46
12,1,25,48.89,RIGHT TURN,-0.69
12,1,26,50.36,FORWARD,-0.74
12,1,27,51.32,LEFT TURN,-0.51
12,1,28,52.79,LEFT TURN,-0.48
12,1,29,54.24,RIGHT WALK,-0.71
12,1,30,55.67,RIGHT TURN,-0.47
12,1,31,57.13,RIGHT TURN,-0.7
12,1,32,58.58,CRAWL,-0.29
12,2,1,0.01,FORWARD,-1.09
12,2,2,0.96,FORWARD,-0.9
12,2,3,1.96,FORWARD,-1.25
12,2,4,2.95,FORWARD,-1.09
12,2,5,3.92,RIGHT WALK,-1.07
12,2,6,5.35,LEFT WALK,-1.14
12,2,7,6.77,RIGHT WALK,-1.24
12,2,8,8.2,RIGHT WALK,-1.28
12,2,9,9.61,FORWARD,-1.44
12,2,10,10.59,FORWARD,-1.02
12,2,11,11.58,FORWARD,-1.1
12,2,12,12.55,RIGHT WALK,-1.21
12,2,13,14.0,FORWARD,-1.96
12,2,14,14.98,FORWARD,-1.41
12,2,15,15.99,FORWARD,-1.44
12,2,16,17.01,LEFT TURN,-0.79
12,2,17,18.47,RIGHT WALK,-0.53
12,2,18,19.88,RIGHT TURN,-0.29
12,2,19,21.32,LEFT TURN,-0.18
12,2,20,22.79,CRAWL,-0.3
12,2,21,28.34,FORWARD,-0.46
12,2,22,29.3,FORWARD,-0.81
12,2,23,30.28,LEFT TURN,-0.76
12,2,24,31.73,FORWARD,-0.34
12,2,25,32.7,RIGHT WALK,-0.61
12,2,26,34.14,RIGHT WALK,-0.59
12,2,27,35.59,LEFT TURN,-0.48
12,3,1,0.01,LEFT TURN,-1.4
12,3,2,1.43,LEFT WALK,-0.74
12,3,3,2.85,LEFT TURN,-0.33
12,3,4,4.3,LEFT TURN,-0.27
12,3,5,5.71,FORWARD,-0.57
12,3,6,6.7,LEFT WALK,-0.05
12,3,7,8.11,CRAWL,-0.26
12,3,8,13.71,RIGHT TURN,-0.31
12,3,9,15.16,LEFT TURN,-0.21
12,3,10,16.58,FORWARD,-0.19
12,3,11,17.53,LEFT WALK,-0.37
12,3,12,18.97,CRAWL,-0.54
12,3,13,24.57,FORWARD,-0.61
12,3,14,25.51,LEFT TURN,-0.43
12,3,15,26.98,RIGHT WALK,-0.52
12,3,16,28.37,RIGHT TURN,-0.22
12,3,17,29.86,LEFT WALK,-0.51
12,3,18,31.28,FORWARD,-1.05
12,3,19,32.27,LEFT WALK,-1.29
12,3,20,33.7,LEFT TURN,-0.93
12,3,21,35.16,LEFT TURN,-1.28
12,3,22,36.62,RIGHT TURN,-1.6
12,3,23,38.05,RIGHT TURN,-1.21
12,3,24,39.5,FORWARD,-0.87
12,3,25,40.5,CRAWL,-0.7
12,3,26,46.08,CRAWL,-0.5
12,3,27,51.67,FORWARD,-0.21
12,3,28,52.67,CRAWL,-0.26
12,3,29,58.22,RIGHT TURN,-0.05
12,3,30,59.66,FORWARD,-0.28
12,3,31,60.63,FORWARD,-0.74
12,3,32,61.6,RIGHT TURN,-0.6
12,3,33,63.04,FORWARD,-0.05
12,3,34,64.02,FORWARD,-0.05
13,1,1,0.01,FORWARD,-0.66
13,1,2,1.01,LEFT TURN,-0.52
13,1,3,2.47,RIGHT TURN,-0.35
13,1,4,3.9,FORWARD,-0.23
13,1,5,4.88,RIGHT TURN,-0.22
13,1,6,6.35,LEFT TURN,-0.16
13,1,7,7.82,CRAWL,-0.05
13,1,8,13.39,FORWARD,-0.05
13,1,9,14.36,RIGHT TURN,-0.07
13,1,10,15.8,CRAWL,-0.06
13,1,11,21.4,FORWARD,-0.45
13,1,12,22.39,CRAWL,-0.05
13,1,13,27.99,FORWARD,-0.66
13,1,14,28.99,LEFT WALK,-0.58
13,1,15,30.41,RIGHT WALK,-0.49
13,1,16,31.82,LEFT WALK,-0.45
13,1,17,33.25,FORWARD,-0.07
13,1,18,34.22,LEFT WALK,-0.11
13,1,19,35.67,LEFT TURN,-0.05
13,1,20,37.11,LEFT WALK,-0.72
13,1,21,38.56,RIGHT TURN,-1.0
13,1,22,40.04,RIGHT WALK,-0.68
13,1,23,41.46,RIGHT TURN,-0.14
13,1,24,42.92,CRAWL,-0.11
13,2,1,0.01,RIGHT WALK,-1.83
13,2,2,1.44,RIGHT TURN,-1.8
13,2,3,2.83,CRAWL,-1.65
13,2,4,8.43,LEFT TURN,-1.92
13,2,5,9.86,FORWARD,-1.32
13,2,6,10.86,RIGHT TURN,-1.01
13,2,7,12.32,LEFT TURN,-0.89
13,2,8,13.76,FORWARD,-0.7
13,2,9,14.76,CRAWL,-0.39
13,2,10,20.31,FORWARD,-0.13
13,2,11,21.3,RIGHT TURN,-0.17
13,2,12,22.76,CRAWL,-0.45
13,2,13,28.34,LEFT WALK,-0.63
13,2,14,29.76,LEFT TURN,-0.47
13,2,15,31.2,CRAWL,-0.78
13,2,16,36.75,RIGHT WALK,-0.81
13,2,17,38.19,FORWARD,-0.64
13,2,18,39.15,LEFT TURN,-0.36
13,2,19,40.6,RIGHT WALK,-0.58
13,2,20,42.01,RIGHT TURN,-0.78
13,2,21,43.46,FORWARD,-0.74
13,2,22,44.43,RIGHT TURN,-0.72
13,2,23,45.88,RIGHT TURN,-0.95
13,2,24,47.34,CRAWL,-0.77
13,2,25,52.93,CRAWL,-0.75
13,2,26,58.48,LEFT WALK,-0.55
13,2,27,59.94,LEFT TURN,-0.36
13,2,28,61.36,RIGHT WALK,-0.4
13,2,29,62.78,CRAWL,-0.05
13,2,30,68.36,RIGHT TURN,-0.05
13,2,31,69.81,RIGHT TURN,-0.5
13,2,32,71.29,LEFT TURN,-0.73
13,2,33,72.75,RIGHT TURN,-0.3
13,2,34,74.17,FORWARD,-0.51
13,2,35,75.14,FORWARD,-0.73
13,2,36,76.12,FORWARD,-0.49
13,2,37,77.08,RIGHT TURN,-0.95
13,2,38,78.55,FORWARD,-0.97
13,2,39,79.53,CRAWL,-0.76
13,2,40,85.11,RIGHT WALK,-0.49
13,2,41,86.52,FORWARD,-0.65
13,2,42,87.51,CRAWL,-0.71
13,2,43,93.07,LEFT TURN,-0.26
13,2,44,94.55,RIGHT WALK,-0.52
13,2,45,95.94,RIGHT WALK,-0.29
13,2,46,97.35,LEFT TURN,-0.5
13,2,47,98.79,LEFT WALK,-0.05
13,2,48,100.21,RIGHT TURN,-0.26
13,2,49,101.68,RIGHT TURN,-0.05
13,2,50,103.14,FORWARD,-0.35
13,2,51,104.09,FORWARD,-0.22
13,2,52,105.09,FORWARD,-0.27
13,2,53,106.07,RIGHT TURN,-0.05
13,3,1,0.01,RIGHT TURN,-1.52
13,3,2,1.45,FORWARD,-1.35
13,3,3,2.46,RIGHT WALK,-1.18
13,3,4,3.89,RIGHT TURN,-1.1
13,3,5,5.34,LEFT WALK,-0.85
13,3,6,6.75,RIGHT WALK,-0.05
13,3,7,8.19,CRAWL,-0.05
13,3,8,13.81,FORWARD,-0.05
13,3,9,14.81,LEFT WALK,-0.32
13,3,10,16.25,FORWARD,-0.49
13,3,11,17.21,FORWARD,-0.23
13,3,12,18.14,RIGHT WALK,-0.36
13,3,13,19.59,CRAWL,-0.75
13,3,14,25.17,RIGHT WALK,-0.94
13,3,15,26.6,FORWARD,-0.8
13,3,16,27.54,FORWARD,-0.6
13,3,17,28.51,RIGHT WALK,-0.35
13,3,18,29.94,FORWARD,-1.11
13,3,19,30.96,FORWARD,-0.65
13,3,20,31.92,FORWARD,-0.1
13,3,21,32.86,FORWARD,-0.8
13,3,22,33.85,RIGHT TURN,-0.07
13,3,23,35.29,FORWARD,-0.74
13,3,24,36.28,RIGHT WALK,-0.34
13,3,25,37.7,RIGHT WALK,-0.05
13,3,26,39.12,RIGHT WALK,-0.05
13,3,27,40.53,FORWARD,-0.34
13,3,28,41.48,RIGHT TURN,-0.09
13,3,29,42.95,LEFT WALK,-0.12
13,3,30,44.38,FORWARD,-0.08
13,3,31,45.38,FORWARD,-0.3
13,3,32,46.35,FORWARD,-0.65
13,3,33,47.33,LEFT TURN,-0.59
13,3,34,48.75,RIGHT TURN,-0.29
13,3,35,50.22,FORWARD,-0.95
13,3,36,51.17,LEFT WALK,-1.06
13,3,37,52.59,FORWARD,-0.9
13,3,38,53.59,RIGHT WALK,-1.32
14,1,1,0.01,FORWARD,-1.17
14,1,2,0.98,FORWARD,-1.31
14,1,3,1.96,RIGHT TURN,-1.26
14,1,4,3.4,LEFT WALK,-1.22
14,1,5,4.87,FORWARD,-0.93
14,1,6,5.83,RIGHT WALK,-0.83
14,1,7,7.24,LEFT WALK,-0.44
14,1,8,8.66,FORWARD,-0.05
14,1,9,9.64,FORWARD,-0.05
14,1,10,10.64,LEFT WALK,-0.43
14,1,11,12.04,FORWARD,-0.07
14,1,12,13.01,RIGHT WALK,-0.05
14,1,13,14.41,LEFT TURN,-0.38
14,1,14,15.86,RIGHT WALK,-0.3
14,1,15,17.26,FORWARD,-0.05
14,1,16,18.3,FORWARD,-0.05
14,1,17,19.25,RIGHT WALK,-0.05
14,1,18,20.7,RIGHT WALK,-0.05
14,1,19,22.11,FORWARD,-0.47
14,1,20,23.09,LEFT TURN,-0.1
14,1,21,24.5,RIGHT WALK,-0.39
14,1,22,25.94,LEFT TURN,-0.05
14,1,23,27.37,FORWARD,-0.05
14,1,24,28.34,FORWARD,-0.05
14,1,25,29.29,CRAWL,-0.05
14,1,26,34.88,CRAWL,-0.05
14,1,27,40.47,FORWARD,-0.13
14,1,28,41.47,FORWARD,-0.05
14,1,29,42.46,LEFT TURN,-0.05
14,1,30,43.93,RIGHT TURN,-0.05
14,1,31,45.36,LEFT TURN,-0.12
14,2,1,0.01,CRAWL,-1.66
14,2,2,5.59,LEFT WALK,-1.17
14,2,3,7.01,LEFT TURN,-0.56
14,2,4,8.41,FORWARD,-0.08
14,2,5,9.38,FORWARD,-0.05
14,2,6,10.36,RIGHT TURN,-0.37
14,2,7,11.81,LEFT TURN,-0.36
14,2,8,13.31,FORWARD,-0.21
14,2,9,14.28,CRAWL,-0.05
14,2,10,19.86,FORWARD,-0.27
14,2,11,20.86,RIGHT TURN,-0.37
14,2,12,22.31,LEFT TURN,-0.78
14,2,13,23.78,LEFT TURN,-0.41
14,2,14,25.22,FORWARD,-0.54
14,2,15,26.22,LEFT WALK,-0.05
14,2,16,27.64,FORWARD,-0.2
14,2,17,28.61,LEFT WALK,-0.05
14,2,18,30.03,FORWARD,-0.21
14,3,1,0.01,CRAWL,-0.88
14,3,2,5.55,FORWARD,-0.87
14,3,3,6.54,LEFT WALK,-0.55
14,3,4,7.95,FORWARD,-0.2
14,3,5,8.93,LEFT TURN,-0.22
14,3,6,10.39,RIGHT WALK,-0.32
14,3,7,11.84,RIGHT TURN,-0.14
14,3,8,13.27,FORWARD,-0.33
14,3,9,14.25,RIGHT WALK,-0.05
14,3,10,15.64,RIGHT WALK,-0.05
14,3,11,17.07,LEFT TURN,-0.36
14,3,12,18.52,LEFT WALK,-0.81
14,3,13,19.9,LEFT WALK,-0.82
14,3,14,21.32,LEFT WALK,-1.0
14,3,15,22.76,RIGHT WALK,-1.03
14,3,16,24.17,LEFT WALK,-1.11
